epoch,loss,val_loss
1,0.012907110022373781,0.009064004585704227
2,0.011881685380551415,0.009053895569158563
3,0.011820227895181895,0.009051147306298956
4,0.0117899566793276,0.009055305889151228
5,0.01175114392867902,0.009050659277679793
6,0.01170503659771647,0.00905380458077194
7,0.011640449318638887,0.009065703380240847
8,0.011586605906895458,0.009089603341113615
9,0.011491853909734288,0.009099571739243589
10,0.011425952468845358,0.009118510765127496
11,0.01135460620018416,0.009121404816197488
12,0.011284367301546527,0.009148110941630441
13,0.01123061591214866,0.009142868769810197
14,0.011181011732054737,0.009145761786921251
15,0.01112125821101653,0.009145165192613504
16,0.01107466285143482,0.009168157337537914
17,0.011012425761025365,0.009149863502031884
18,0.010978682511054232,0.009153200087527727
19,0.01096162632439807,0.0091805658787637
20,0.010904616930383715,0.009174257695277448
21,0.010877427946126294,0.009179093521234702
22,0.010866149522020727,0.00915728215741852
23,0.010827249918821278,0.00917349980337523
24,0.010790079094967677,0.009147790414359381
25,0.010768598598011945,0.0091663975394239
26,0.010760854245559552,0.009192187577236983
27,0.01072833520297208,0.009151802175042328
28,0.010698245963891033,0.009181719776939518
