model,family,input_window,output_window,mae_train,mae_val,mae_test,directional_accuracy_test,n_params,n_train_samples,epochs_run,best_epoch,hit_epoch_limit,seconds,seed,best_baseline,dm_statistic,dm_p_value,params_to_samples,exceeds_param_rule
linear_regression,baseline,30,5,0.005336304938465786,0.004320573787075506,0.005899812800630626,0.5132057184395444,15893,13094,,,False,0.0,,historical_mean,10.63567631293838,1.3945637484964771e-25,1.2137620284099588,True
mlp_small,dense,30,5,0.005270268250849642,0.004259820472235603,0.005812531714167999,0.5077672778181622,22871,13094,30.0,5.0,False,8.5,42.0,historical_mean,11.039587524248201,2.277008222164136e-27,1.7466778677256758,True
mlp_deep,dense,30,5,0.005465311047705855,0.004142693198410984,0.0056038280664343475,0.5402633066795897,47063,13094,27.0,2.0,False,10.5,42.0,historical_mean,0.7022422627266881,0.4826292259480123,3.5942416373911716,True
lstm,recurrent,30,5,0.005444871731252518,0.004166570612570334,0.005628141340537034,0.5209056888242738,7927,13094,27.0,2.0,False,29.1,42.0,historical_mean,2.526966745902192,0.011599974926292332,0.6053917824957996,True
gru,recurrent,30,5,0.0054426384085764735,0.0041690213873408445,0.005632811754673988,0.5228172199337695,6231,13094,28.0,3.0,False,36.3,42.0,historical_mean,3.2544777692713405,0.0011594931401607007,0.4758668092255995,True
cnn,convolutional,30,5,0.005417199369425729,0.004170911575924657,0.005664752070445967,0.5154941711762647,3095,13094,31.0,6.0,False,16.5,42.0,historical_mean,3.7976379007964733,0.00015148650677700525,0.23636780204673896,True
cnn_deep,convolutional,30,5,0.005386099202773372,0.0041423948732029325,0.005617034678446384,0.5291441186764666,9815,13094,32.0,7.0,False,22.1,42.0,historical_mean,0.9680598762942306,0.33315932380852376,0.7495799602871545,True
conv_gru,mixed,30,5,0.005469181557693892,0.004143097771920133,0.005605202387329103,0.5386748512505721,10487,13094,26.0,1.0,False,28.2,42.0,historical_mean,1.8255273715497689,0.06810596555609234,0.8009011761111959,True
multibranch,mixed,30,5,0.005468892803900536,0.004147384670680392,0.005606371680825232,0.5366556282475836,19671,13094,26.0,2.0,False,30.9,42.0,historical_mean,1.9034192220654116,0.05716338331755871,1.5022911257064304,True
buy_and_hold,baseline,30,30,0.012130847597879593,0.009263850583765002,0.012538157562111478,0.49554328800323144,0,13073,,,False,0.0,,historical_mean,13.760609832276657,8.049710677865384e-41,0.0,False
zero_return,baseline,30,30,0.0022487226361911383,0.0017451286626527394,0.002356609954532848,0.0,0,13073,,,False,0.0,,historical_mean,1.811924570345914,0.07018362916500867,0.0,False
window_mean,baseline,30,30,0.0031759646709835303,0.002522902122269747,0.003497616593196726,0.4866567927830887,0,13073,,,False,0.0,,historical_mean,9.12630508496573,2.053870015254599e-19,0.0,False
historical_mean,baseline,30,30,0.002204738406381826,0.0017035499041462212,0.0023218720369683997,0.5751985997037835,23,13073,,,False,0.0,,historical_mean,0.0,1.0,0.0017593513348122083,False
linear_regression,baseline,30,30,0.002147738732570632,0.0017416859246223168,0.0024365273277268604,0.5412414164534806,15893,13073,,,False,0.0,,historical_mean,4.181364104730053,3.053208326700025e-05,1.215711772355236,True
mlp_small,dense,30,30,0.0021019948886182665,0.0017346166367024417,0.0024113008123719543,0.539464117409452,22871,13073,31.0,6.0,False,8.7,42.0,historical_mean,4.196375354288848,2.859847699679891e-05,1.7494836686300008,True
mlp_deep,dense,30,30,0.00216446433011628,0.001702486036218266,0.002329227675831317,0.5726403662313182,47063,13073,33.0,8.0,False,12.9,42.0,historical_mean,1.1337011163153259,0.25708830468906574,3.6000152987072593,True
lstm,recurrent,30,30,0.0021963575463819335,0.0017155089916381686,0.002341026604587764,0.5617342130065975,7927,13073,26.0,1.0,False,27.3,42.0,historical_mean,2.2592719716610676,0.023999376728829323,0.6063642622198424,True
gru,recurrent,30,30,0.0021794112604823267,0.0017117440564878143,0.0023453190827522367,0.5637538710111755,6231,13073,28.0,3.0,False,34.4,42.0,historical_mean,2.2105612044029783,0.027206045195524695,0.4766312246615161,True
cnn,convolutional,30,30,0.0021027990210253965,0.0017034842146842137,0.0023544419115862003,0.5501279116736233,3095,13073,29.0,4.0,False,15.6,42.0,historical_mean,2.294320347481471,0.021899988571814834,0.2367474948366863,True
cnn_deep,convolutional,30,30,0.002076748422652905,0.0017127444155266736,0.0023529242733581275,0.5444190117140164,9815,13073,28.0,3.0,False,19.8,42.0,historical_mean,1.7074841870258195,0.08792441228209144,0.7507840587470359,True
conv_gru,mixed,30,30,0.0021661967871692838,0.0017030490354573154,0.002328451190051418,0.5690857681432611,10487,13073,27.0,2.0,False,28.8,42.0,historical_mean,0.558743846403954,0.5764140595445568,0.8021877151380709,True
multibranch,mixed,30,30,0.002200605415695724,0.0017055684332013894,0.002322244220282834,0.5713477851083884,19671,13073,26.0,2.0,False,30.6,42.0,historical_mean,0.1496640645210465,0.8810483600567435,1.5047043524822152,True
buy_and_hold,baseline,30,90,0.011975899061886166,0.008967141417825186,0.012227569642319362,0.5004728835085254,0,13024,,,False,0.0,,historical_mean,10.610610486333108,1.8088995400518418e-25,0.0,False
zero_return,baseline,30,90,0.001336354155571132,0.0009858519721537514,0.001326474434489772,0.0,0,13024,,,False,0.0,,historical_mean,1.7333712860296895,0.08322139117541807,0.0,False
window_mean,baseline,30,90,0.0025523128041222043,0.0019445634162587263,0.002720168040306611,0.4957440484232713,0,13024,,,False,0.0,,historical_mean,7.958607686382909,3.2570154286365914e-15,0.0,False
historical_mean,baseline,30,90,0.0012643090997388722,0.0009243902155148441,0.0012691868317334458,0.6320966303672279,23,13024,,,False,0.0,,historical_mean,0.0,1.0,0.001765970515970516,False
linear_regression,baseline,30,90,0.001234656623325004,0.0009620279642149874,0.0013569205361251679,0.5853487178101441,15893,13024,,,False,0.0,,historical_mean,2.8393186752584105,0.004577852937959117,1.2202856265356266,True
mlp_small,dense,30,90,0.0012163081655577415,0.0009558727005107765,0.0013307711427402453,0.5960764179749777,22871,13024,30.0,5.0,False,9.0,42.0,historical_mean,3.0222654330098013,0.0025485414852727435,1.7560657248157248,True
mlp_deep,dense,30,90,0.001259861148501199,0.0009254011184337154,0.0012690415104476306,0.6315021482422244,47063,13024,27.0,2.0,False,10.0,42.0,historical_mean,-0.028786384788715706,0.977038531874774,3.6135595823095823,True
lstm,recurrent,30,90,0.0012570287226965685,0.000934007655062803,0.0012788379996923121,0.6285567595319804,7927,13024,26.0,1.0,False,26.2,42.0,historical_mean,1.1451493704547324,0.2523176963220782,0.6086455773955773,True
gru,recurrent,30,90,0.0012570379293760526,0.0009348744279322354,0.001281684341042564,0.6254492393330991,6231,13024,27.0,2.0,False,32.0,42.0,historical_mean,1.616071598433702,0.10627499458390495,0.47842444717444715,True
cnn,convolutional,30,90,0.0012444322600082193,0.000939973092041258,0.0012900765184654037,0.6169913800091874,3095,13024,26.0,1.0,False,13.7,42.0,historical_mean,2.1122885456041693,0.03481553378028348,0.23763820638820637,True
cnn_deep,convolutional,30,90,0.0012667677426533032,0.0009608084460068707,0.0013365224112406,0.6053449347420758,9815,13024,26.0,1.0,False,17.5,42.0,historical_mean,2.279021889713816,0.02279632914625501,0.7536087223587223,True
conv_gru,mixed,30,90,0.001259162145301173,0.0009317341943726377,0.0012731548137713952,0.6316102359013159,10487,13024,26.0,1.0,False,26.8,42.0,historical_mean,0.5632387407434585,0.5733508528978148,0.805205773955774,True
multibranch,mixed,30,90,0.0012604394564630812,0.0009264484863708756,0.0012699543200220436,0.6298808333558515,19671,13024,26.0,1.0,False,29.7,42.0,historical_mean,0.2089437474781114,0.8345186169197556,1.510365479115479,True
buy_and_hold,baseline,90,1,0.016727981216117214,0.013087858313254382,0.017879490118094577,0.4966126497208823,0,13049,,,False,0.0,,historical_mean,27.803374972731444,2.8072790860781234e-139,0.0,False
zero_return,baseline,90,1,0.011831820646890633,0.009046864855541995,0.012321631550959113,0.0,0,13049,,,False,0.0,,historical_mean,2.35194330354489,0.018795509042128965,0.0,False
window_mean,baseline,90,1,0.011950446519927589,0.009092180325642575,0.012386751524729463,0.5076147634274565,0,13049,,,False,0.0,,historical_mean,4.419875244849272,1.0535928657194368e-05,0.0,False
historical_mean,baseline,90,1,0.011855538855851194,0.009030459791710747,0.012309021891961135,0.5240908351850848,23,13049,,,False,0.0,,historical_mean,0.0,1.0,0.001762587171430761,False
linear_regression,baseline,90,1,0.011187286931467833,0.010387445182009482,0.014160223980724187,0.5046880927862989,47633,13049,,,False,0.0,,historical_mean,27.91727671619441,3.2902354429599412e-140,3.650318032033106,True
mlp_small,dense,90,1,0.010935116719103199,0.009672921734344725,0.013220557422731437,0.5060972305024118,67031,13049,29.0,4.0,False,10.5,42.0,historical_mean,18.37571834727161,1.2977319403821735e-68,5.136868725572841,True
mlp_deep,dense,90,1,0.011763113996553888,0.009051148183242985,0.012329640576459388,0.507425071811826,135383,13049,28.0,5.0,False,11.7,42.0,historical_mean,3.5979132596685357,0.00033048099085481293,10.374971262165683,True
lstm,recurrent,90,1,0.011815270961739573,0.009075870764671928,0.012334020770127902,0.509240691561433,7927,13049,29.0,4.0,False,69.5,42.0,historical_mean,2.629312599828812,0.008637224620642807,0.607479500344854,True
gru,recurrent,90,1,0.011798564920829159,0.009089254321830914,0.012365377537053841,0.5072624789984282,6231,13049,32.0,7.0,False,101.9,42.0,historical_mean,4.786535964974859,1.852366761600575e-06,0.4775078550080466,True
cnn,convolutional,90,1,0.011828310502856305,0.009064996036174637,0.012358202555764369,0.5053384640398895,3095,13049,40.0,19.0,False,26.1,42.0,historical_mean,6.0568065746423825,1.7249804709658829e-09,0.23718292589470458,True
cnn_deep,convolutional,90,1,0.011832382611508829,0.009032683011740374,0.012314180858048302,0.5134681047097718,9815,13049,36.0,15.0,False,32.6,42.0,historical_mean,0.9803240163237169,0.32707348777132295,0.752164916851866,True
conv_gru,mixed,90,1,0.011781421214191075,0.009042517462960345,0.012327908787836827,0.5061243293046447,10487,13049,35.0,10.0,False,71.0,42.0,historical_mean,1.097998399176853,0.27236936776533954,0.8036631159475822,True
multibranch,mixed,90,1,0.01182607263798717,0.009048299922411528,0.012329157315927064,0.5150398352392824,41751,13049,26.0,1.0,False,73.3,42.0,historical_mean,4.355630835441035,1.4105838147377231e-05,3.1995555214959,True
buy_and_hold,baseline,90,5,0.013265458023535608,0.01013512925822059,0.013733959847369375,0.4979462789817867,0,13045,,,False,0.0,,historical_mean,26.98085030638152,1.3529238553240577e-132,0.0,False
zero_return,baseline,90,5,0.005485082440533055,0.004169568744252378,0.0056343611378703974,0.0,0,13045,,,False,0.0,,historical_mean,2.2222782670011565,0.026403006806453255,0.0,False
window_mean,baseline,90,5,0.005635000200880497,0.004278217203450127,0.005818770747271068,0.5013511322488245,0,13045,,,False,0.0,,historical_mean,6.998006249425867,3.796030695009375e-12,0.0,False
historical_mean,baseline,90,5,0.00547561284295176,0.00413915493992749,0.005613737908531576,0.5409663297843593,23,13045,,,False,0.0,,historical_mean,0.0,1.0,0.0017631276351092373,False
linear_regression,baseline,90,5,0.005098228817404736,0.004680857948499908,0.006380940652844438,0.5134032319083391,47633,13045,,,False,0.0,,historical_mean,17.59931229703527,1.5088581892077517e-63,3.6514373323112306,True
mlp_small,dense,90,5,0.005005362627501436,0.004423733117555164,0.005984984680898905,0.5158352699562233,67031,13045,29.0,4.0,False,10.0,42.0,historical_mean,13.030626600038092,5.6587173965891e-37,5.138443848217708,True
mlp_deep,dense,90,5,0.005447950053442399,0.004144607700651566,0.005620606272202611,0.5352105064043668,135383,13045,27.0,4.0,False,11.3,42.0,historical_mean,2.9304941948683654,0.0034319270215755326,10.378152548869298,True
lstm,recurrent,90,5,0.005447669030312998,0.004161237682008041,0.005634487853027466,0.5245635842836297,7927,13045,27.0,2.0,False,64.4,42.0,historical_mean,2.0039657675702154,0.04524098478175943,0.6076657723265619,True
gru,recurrent,90,5,0.005445791026670143,0.004165390146385459,0.00564343377011596,0.5254283089228774,6231,13045,28.0,4.0,False,90.2,42.0,historical_mean,3.1743352291926326,0.0015302050842978582,0.47765427366807206,True
cnn,convolutional,90,5,0.0054482242570995714,0.00415702203163609,0.005649429305157109,0.5189158514835432,3095,13045,29.0,4.0,False,18.0,42.0,historical_mean,4.678482310060862,3.131907264932131e-06,0.23725565350709085,True
cnn_deep,convolutional,90,5,0.005438835743578525,0.004143529563050888,0.005627155908425583,0.5284007998702913,9815,13045,32.0,7.0,False,28.9,42.0,historical_mean,2.1666961392645767,0.030404301177354622,0.7523955538520506,True
conv_gru,mixed,90,5,0.005471623819804117,0.004140932011614912,0.005613700342739707,0.5396151975355348,10487,13045,26.0,1.0,False,54.0,42.0,historical_mean,-0.02172118574059438,0.9826730555559178,0.8039095438865466,True
multibranch,mixed,90,5,0.0054600895480189085,0.004145140100190236,0.005619178855013973,0.5325082419067179,41751,13045,26.0,1.0,False,71.2,42.0,historical_mean,2.9466112647935834,0.0032589625748720135,3.2005366040628593,True
buy_and_hold,baseline,90,30,0.012141921281227843,0.009259194506419833,0.012534278461762045,0.49595913182149903,0,13024,,,False,0.0,,historical_mean,13.694239012929412,1.8606182792471888e-40,0.0,False
zero_return,baseline,90,30,0.0022428016849950615,0.0017452245147723043,0.002359020748281937,0.0,0,13024,,,False,0.0,,historical_mean,1.722323345087534,0.08520325100460142,0.0,False
window_mean,baseline,90,30,0.002544269985005173,0.0019566455691045997,0.0027610754617487473,0.49125604778765847,0,13024,,,False,0.0,,historical_mean,6.652257555950353,3.944840352265822e-11,0.0,False
historical_mean,baseline,90,30,0.002196343386527248,0.0017041405380388414,0.0023245286517013693,0.5746682163418656,23,13024,,,False,0.0,,historical_mean,0.0,1.0,0.001765970515970516,False
linear_regression,baseline,90,30,0.0020263111734666866,0.001878968136305197,0.002630933293934843,0.5290428953698949,47633,13024,,,False,0.0,,historical_mean,8.255995381052738,3.1046146397986386e-16,3.6573249385749387,True
mlp_small,dense,90,30,0.0020613506874049272,0.0017953928666765153,0.002472112218985932,0.5338540962780766,67031,13024,28.0,3.0,False,10.2,42.0,historical_mean,6.587512490264008,6.042157014968192e-11,5.146729115479116,True
mlp_deep,dense,90,30,0.0021892245488434716,0.0017052106894563054,0.0023306608538052756,0.5695596940292457,135383,13024,26.0,2.0,False,11.0,42.0,historical_mean,2.016947248492561,0.04386693880597567,10.394886363636363,True
lstm,recurrent,90,30,0.0021873486243978,0.0017176018778283701,0.0023442922955886486,0.5630726815687759,7927,13024,26.0,1.0,False,63.8,42.0,historical_mean,2.254408258930672,0.024304593372751485,0.6086455773955773,True
gru,recurrent,90,30,0.0021677185245378566,0.0017135782767472743,0.002350612984026916,0.5657485742087196,6231,13024,28.0,3.0,False,89.5,42.0,historical_mean,2.085914201936205,0.03714368560099642,0.47842444717444715,True
cnn,convolutional,90,30,0.0021553392142058467,0.0017125651437458766,0.0023341160900541284,0.5642889964051139,3095,13024,27.0,3.0,False,18.1,42.0,historical_mean,1.057513536922505,0.29043612041242095,0.23763820638820637,True
cnn_deep,convolutional,90,30,0.0021079383343112165,0.0017284969698817512,0.0023554675010919713,0.5569370489499148,9815,13024,28.0,3.0,False,26.1,42.0,historical_mean,2.315850025163948,0.0206917124402262,0.7536087223587223,True
conv_gru,mixed,90,30,0.0021878588632353556,0.0017062368215035608,0.002324699380873699,0.5732626969754304,10487,13024,26.0,1.0,False,54.6,42.0,historical_mean,0.03635932571396686,0.9710003590698502,0.805205773955774,True
multibranch,mixed,90,30,0.002186708003693382,0.001705435430700548,0.0023257937774139874,0.5713436224558748,41751,13024,26.0,1.0,False,71.5,42.0,historical_mean,0.4903606463391201,0.6239456204653426,3.2056971744471743,True
buy_and_hold,baseline,90,90,0.011982550155215748,0.009009537340322086,0.012218467624194203,0.5004475304456318,0,12976,,,False,0.0,,historical_mean,10.551228216620537,3.293689424802891e-25,0.0,False
zero_return,baseline,90,90,0.001331266911020653,0.0009870894904100657,0.0013277690792268023,0.0,0,12976,,,False,0.0,,historical_mean,1.660455271475969,0.09701859322135138,0.0,False
window_mean,baseline,90,90,0.0017840367417594825,0.0012758876951301425,0.0018239680296117953,0.5173451951503973,0,12976,,,False,0.0,,historical_mean,5.314522854561103,1.2198577955945106e-07,0.0,False
historical_mean,baseline,90,90,0.0012563101039390807,0.0009248889854202145,0.001270971561578004,0.6313162819713038,23,12976,,,False,0.0,,historical_mean,0.0,1.0,0.0017725030826140568,False
linear_regression,baseline,90,90,0.0011570196791652952,0.0010778000895947909,0.0015224963562346934,0.5497572486370663,47633,12976,,,False,0.0,,historical_mean,5.493920395574787,4.5655183924326606e-08,3.6708538840937113,True
mlp_small,dense,90,90,0.0011760723021431287,0.0009872261502012827,0.0013742072318652225,0.5787517969025469,67031,12976,28.0,3.0,False,10.5,42.0,historical_mean,4.927284796341809,9.200827784883962e-07,5.165767570900123,True
mlp_deep,dense,90,90,0.0012512116625938623,0.0009260054527550687,0.0012737888939374552,0.6296888985326426,135383,12976,26.0,1.0,False,11.1,42.0,historical_mean,0.9282694284059277,0.3534076647683714,10.433338471023427,True
lstm,recurrent,90,90,0.0012488600010682478,0.0009345752395435656,0.001282102049670884,0.6271935772600288,7927,12976,26.0,1.0,False,67.0,42.0,historical_mean,1.3208145243702651,0.18675185649022047,0.6108970406905055,True
gru,recurrent,90,90,0.0012490966776042315,0.0009366352781749363,0.0012857849451384513,0.6237760720388402,6231,12976,27.0,2.0,False,89.0,42.0,historical_mean,2.0324570001045865,0.04227206639907726,0.4801942046855734,True
cnn,convolutional,90,90,0.0011932860250164462,0.000934066023506593,0.0012846544656183445,0.6237218259242182,3095,12976,27.0,2.0,False,17.2,42.0,historical_mean,1.3775805397073926,0.16852524755896103,0.23851726263871764,True
cnn_deep,convolutional,90,90,0.0012459094602525864,0.0009503656685376751,0.0013417790131045797,0.5974667064471507,9815,12976,26.0,1.0,False,23.8,42.0,historical_mean,2.2756424853177455,0.02299895860605168,0.7563964241676943,True
conv_gru,mixed,90,90,0.0012503473992000742,0.0009287255241586026,0.0012724386156288227,0.6312077897420597,10487,12976,26.0,1.0,False,54.3,42.0,historical_mean,0.27871774062956706,0.7804974191073943,0.8081843403205918,True
multibranch,mixed,90,90,0.0012468861734155246,0.0009275060036767943,0.0012730955030671454,0.6291193143291112,41751,12976,26.0,1.0,False,73.4,42.0,historical_mean,0.6047672355898658,0.5454193128638258,3.217555487053021,True
