epoch,loss,val_loss
1,0.0014082987345707884,0.0009608083872916167
2,0.0012685743555650082,0.0009616128821010846
3,0.0012001465693122601,0.0009700338228522769
4,0.0011186514198022897,0.0009763451354979159
5,0.0010606338724252057,0.0010044828269920704
6,0.001022920339533083,0.0010170247870099508
7,0.0009948492354238479,0.0010312792142649983
8,0.0009768446436431227,0.0010464941234441863
9,0.0009613057375123122,0.001054577092113588
10,0.0009497291918174553,0.001045779439397712
11,0.0009355347754154835,0.0010466151727334383
12,0.000926430080869145,0.0010586625570049948
13,0.0009182566848868898,0.0010518631423865657
14,0.0009128950645428349,0.0010615188269914515
15,0.000907808117161573,0.001061251860901913
16,0.000901545614713213,0.0010590438930936313
17,0.0008951473685372622,0.0010496929896363866
18,0.0008910542995309109,0.0010539617753529424
19,0.0008861874604497998,0.0010607194700974867
20,0.0008816249914830895,0.0010610761441917085
21,0.0008810770841738441,0.0010541558858006477
22,0.0008775830961151485,0.0010643547508325162
23,0.0008713698148973077,0.001059987933688162
24,0.0008695383535370898,0.0010679112159437288
25,0.0008671909427020553,0.0010594076575112473
26,0.0008651738998338671,0.0010552645452078962
