epoch,loss,val_loss
1,0.014309212829173865,0.009939160794432971
2,0.012606157068626677,0.00944271802512581
3,0.012165226098640286,0.009275211490943715
4,0.011980501525906118,0.009203188309639312
5,0.011883658582320725,0.009171299915426647
6,0.011821663932171066,0.009153288437920537
7,0.011777484466036285,0.009146801454597096
8,0.011742184697570714,0.009146117526748694
9,0.011711219915890483,0.009150570289628774
10,0.01168283071143996,0.009160212432542881
11,0.01165588064821727,0.009168331751214473
12,0.011629361397551656,0.009179967822750053
13,0.01160262312467477,0.009191481985696342
14,0.011574985001109124,0.009200262503496297
15,0.011546787957655283,0.009214368773650504
16,0.0115179493444222,0.009229723057159498
17,0.011487183955604118,0.009244203318070686
18,0.011456048708523606,0.009252871225394092
19,0.011424486781380572,0.009264932943868556
20,0.0113942617162252,0.00928594564554326
21,0.011364055247295314,0.00930451397669029
22,0.011332219542388191,0.009322912875560675
23,0.011302039934672893,0.009342901751710053
24,0.011273000895454025,0.009361078528998253
25,0.011243870941355007,0.00937744320742528
26,0.011214352532768075,0.009399563417639993
27,0.011186006719510352,0.009414066407271219
28,0.011157918154038509,0.009433195724553721
29,0.01113083378474287,0.009455622772488941
30,0.011103991166378538,0.009471026645932563
31,0.011081668463930763,0.009485149446064978
32,0.011055101689577795,0.009506229300776155
