epoch,loss,val_loss
1,0.012131049698127058,0.009042093681225691
2,0.011831267872314184,0.009044023944195229
3,0.011814072205249904,0.0090464987727884
4,0.0118002751650094,0.009047563104083165
5,0.011780049770414776,0.009048283336037003
6,0.011750113127753925,0.009063270773997479
7,0.011707755842216287,0.009074480352527213
8,0.011646030827107962,0.009099000272229651
9,0.011567393277726393,0.00912809061651146
10,0.011487101364846843,0.009147279579757878
11,0.01139358694395969,0.00917802738753173
12,0.01130738747572851,0.00920585293423607
13,0.011221077441042438,0.009219822540812717
14,0.011148068447546882,0.00921536784934501
15,0.01106627407087841,0.009254933073563757
16,0.010989571951123149,0.009271486008525759
17,0.010931443962458593,0.009335761285416107
18,0.010866874186132316,0.009404614220205304
19,0.010821146173717466,0.009486760962865538
20,0.01076652117834345,0.009560316588647436
21,0.010733672607926627,0.009647495655002343
22,0.010696134779824708,0.009676322499788845
23,0.010651691198283056,0.009777014440261867
24,0.010621828955479702,0.00974331647147194
25,0.01058506612589339,0.00980813631398592
26,0.010550764691592641,0.00979561543796778
